FundamentalTime,FundamentalValue
2020-06-03 10:30:00.000000000,100000.0
2020-06-03 10:30:00.004785238,100000.0
2020-06-03 10:30:00.005972716,100000.0
2020-06-03 10:30:00.008242272,100000.0
2020-06-03 10:30:00.008753563,100000.0
2020-06-03 10:30:00.009010531,100000.0
2020-06-03 10:30:05.810137602,100098.0
2020-06-03 10:30:08.499648530,100085.0
2020-06-03 10:30:09.656174984,100076.0
2020-06-03 10:30:13.504347121,100104.0
2020-06-03 10:30:17.781743505,100058.0
2020-06-03 10:30:18.114891282,100060.0
2020-06-03 10:30:19.155308879,100072.0
2020-06-03 10:30:30.225733125,99865.0
2020-06-03 10:30:42.040319134,100005.0
2020-06-03 10:30:45.605710289,99990.0
2020-06-03 10:30:48.189540369,99962.0
2020-06-03 10:30:55.142612628,100108.0
2020-06-03 10:30:55.373756191,100107.0
2020-06-03 10:30:55.395146428,100107.0
2020-06-03 10:30:56.238203331,100088.0
2020-06-03 10:30:58.814625515,100062.0
2020-06-03 10:30:59.301675043,100054.0
2020-06-03 10:31:03.000717436,100004.0
2020-06-03 10:31:03.758953919,100001.0
2020-06-03 10:31:06.797632547,100046.0
2020-06-03 10:31:14.418355289,99963.0
2020-06-03 10:31:16.200225257,99941.0
2020-06-03 10:31:21.352555752,99960.0
2020-06-03 10:31:22.170275863,99947.0
2020-06-03 10:31:25.144159956,99932.0
2020-06-03 10:31:37.630643459,100077.0
2020-06-03 10:31:38.595165308,100083.0
2020-06-03 10:31:42.190328791,100083.0
2020-06-03 10:31:46.431299493,100112.0
2020-06-03 10:31:49.286587578,100127.0
2020-06-03 10:31:53.380340653,100143.0
2020-06-03 10:31:59.980429399,100165.0
2020-06-03 10:32:05.787372749,100137.0
2020-06-03 10:32:06.697412890,100140.0
2020-06-03 10:32:09.074604372,100110.0
2020-06-03 10:32:15.855369609,100094.0
2020-06-03 10:32:18.271003651,100151.0
2020-06-03 10:32:22.368910117,100237.0
2020-06-03 10:32:26.018166270,100196.0
2020-06-03 10:32:27.364798834,100214.0
2020-06-03 10:32:30.083209384,100175.0
2020-06-03 10:32:32.052511299,100161.0
2020-06-03 10:32:35.917875943,100094.0
2020-06-03 10:32:40.569594481,100016.0
2020-06-03 10:32:42.546805935,100010.0
2020-06-03 10:32:46.203735620,100044.0
2020-06-03 10:32:47.026494135,100056.0
2020-06-03 10:32:51.261054056,100013.0
2020-06-03 10:32:53.366208404,100020.0
2020-06-03 10:32:54.672937639,100037.0
2020-06-03 10:33:05.848497632,100338.0
2020-06-03 10:33:08.955129837,100320.0
2020-06-03 10:33:09.507355343,100312.0
2020-06-03 10:33:14.711822613,100485.0
2020-06-03 10:33:14.840524534,100483.0
2020-06-03 10:33:15.462410331,100486.0
2020-06-03 10:33:17.861645970,100499.0
2020-06-03 10:33:23.129083031,100519.0
2020-06-03 10:33:23.550796834,100519.0
2020-06-03 10:33:24.635804793,100527.0
2020-06-03 10:33:24.813879184,100527.0
2020-06-03 10:33:26.114004653,100551.0
2020-06-03 10:33:27.891881926,100528.0
2020-06-03 10:33:35.284459301,100589.0
2020-06-03 10:33:36.011558593,100595.0
2020-06-03 10:33:40.210386313,100537.0
2020-06-03 10:33:43.361913635,100507.0
2020-06-03 10:33:46.205785579,100490.0
2020-06-03 10:33:46.990706005,100477.0
2020-06-03 10:33:49.492054116,100482.0
2020-06-03 10:33:59.111916593,100458.0
2020-06-03 10:33:59.395298517,100462.0
2020-06-03 10:34:00.730620408,100441.0
2020-06-03 10:34:03.087131640,100452.0
2020-06-03 10:34:09.831080421,100414.0
2020-06-03 10:34:20.492345837,100399.0
2020-06-03 10:34:21.638320342,100390.0
2020-06-03 10:34:23.383686697,100390.0
2020-06-03 10:34:26.124843316,100374.0
2020-06-03 10:34:31.113313729,100401.0
2020-06-03 10:34:39.288419409,100378.0
2020-06-03 10:34:43.793497808,100404.0
2020-06-03 10:34:47.409031669,100435.0
2020-06-03 10:34:49.879260092,100436.0
2020-06-03 10:34:51.603808975,100413.0
2020-06-03 10:34:55.644722549,100422.0
2020-06-03 10:34:55.734835778,100421.0
2020-06-03 10:34:58.191809687,100405.0
2020-06-03 10:34:59.110464475,100410.0
2020-06-03 10:34:59.468831632,100410.0
2020-06-03 10:35:03.002929006,100352.0
2020-06-03 10:35:03.358914265,100356.0
2020-06-03 10:35:08.734843711,100330.0
2020-06-03 10:35:09.977668699,100320.0
2020-06-03 10:35:13.577535385,100332.0
2020-06-03 10:35:15.169815593,100346.0
2020-06-03 10:35:19.893189017,100383.0
2020-06-03 10:35:22.312671409,100359.0
2020-06-03 10:35:24.910651207,100370.0
2020-06-03 10:35:27.850541984,100379.0
2020-06-03 10:35:28.607957331,100374.0
2020-06-03 10:35:29.833104701,100363.0
2020-06-03 10:35:30.645219123,100370.0
2020-06-03 10:35:31.784917141,100375.0
2020-06-03 10:35:34.643205057,100373.0
2020-06-03 10:35:36.869753348,100335.0
2020-06-03 10:35:37.047409587,100334.0
2020-06-03 10:35:37.809175055,100341.0
2020-06-03 10:35:38.251519257,100340.0
2020-06-03 10:35:38.808091471,100341.0
2020-06-03 10:35:41.842205250,100310.0
2020-06-03 10:35:44.812634688,100355.0
2020-06-03 10:35:45.784154824,100357.0
2020-06-03 10:35:46.702486103,100352.0
2020-06-03 10:35:47.107741989,100356.0
2020-06-03 10:35:48.801236024,100368.0
2020-06-03 10:35:48.882018109,100368.0
2020-06-03 10:35:52.481292843,100323.0
2020-06-03 10:35:54.921445396,100337.0
2020-06-03 10:35:56.235919288,100340.0
2020-06-03 10:36:05.382884704,100319.0
2020-06-03 10:36:06.555553813,100305.0
2020-06-03 10:36:07.242004139,100307.0
2020-06-03 10:36:18.348964798,100316.0
2020-06-03 10:36:21.915674179,100320.0
2020-06-03 10:36:23.225367472,100307.0
2020-06-03 10:36:27.379297349,100343.0
2020-06-03 10:36:27.454005439,100343.0
2020-06-03 10:36:29.519652502,100372.0
2020-06-03 10:36:30.456214311,100364.0
2020-06-03 10:36:35.975777275,100228.0
2020-06-03 10:36:38.445710856,100178.0
2020-06-03 10:36:41.493963259,100238.0
2020-06-03 10:36:41.876680489,100234.0
2020-06-03 10:36:43.520351039,100239.0
2020-06-03 10:36:44.972289215,100242.0
2020-06-03 10:36:49.013881729,100202.0
2020-06-03 10:36:49.888397989,100206.0
2020-06-03 10:36:49.974892698,100206.0
2020-06-03 10:36:50.053684691,100207.0
2020-06-03 10:36:51.915320626,100223.0
2020-06-03 10:36:52.880548729,100219.0
2020-06-03 10:36:54.445231422,100194.0
2020-06-03 10:36:58.918482556,100203.0
2020-06-03 10:37:02.229776382,100231.0
2020-06-03 10:37:04.933148856,100245.0
2020-06-03 10:37:09.843403747,100313.0
2020-06-03 10:37:10.909407867,100306.0
2020-06-03 10:37:12.930507802,100313.0
2020-06-03 10:37:13.811262879,100324.0
2020-06-03 10:37:15.455364575,100325.0
2020-06-03 10:37:15.796229962,100326.0
2020-06-03 10:37:17.379912128,100295.0
2020-06-03 10:37:18.499821571,100304.0
2020-06-03 10:37:27.182638910,100408.0
2020-06-03 10:37:27.214149011,100407.0
2020-06-03 10:37:32.708990122,100338.0
2020-06-03 10:37:34.359801069,100339.0
2020-06-03 10:37:35.336989819,100322.0
2020-06-03 10:37:36.325959972,100319.0
2020-06-03 10:37:48.650890983,100631.0
2020-06-03 10:37:51.428248961,100629.0
2020-06-03 10:37:59.060771882,100691.0
2020-06-03 10:38:02.271892623,100739.0
2020-06-03 10:38:09.357644387,100821.0
2020-06-03 10:38:11.108327171,100802.0
2020-06-03 10:38:11.807133131,100804.0
2020-06-03 10:38:13.353095633,100831.0
2020-06-03 10:38:13.596166592,100836.0
2020-06-03 10:38:14.242227606,100832.0
2020-06-03 10:38:16.383321705,100822.0
2020-06-03 10:38:17.264176500,100820.0
2020-06-03 10:38:17.398984855,100822.0
2020-06-03 10:38:22.279323903,100877.0
2020-06-03 10:38:23.465447139,100869.0
2020-06-03 10:38:29.506357300,100822.0
2020-06-03 10:38:31.331028236,100832.0
2020-06-03 10:38:34.970858972,100812.0
2020-06-03 10:38:36.041268074,100820.0
2020-06-03 10:38:37.591486242,100801.0
2020-06-03 10:38:40.603409167,100798.0
2020-06-03 10:38:45.303027666,100712.0
2020-06-03 10:38:47.254390865,100723.0
2020-06-03 10:38:48.172085331,100732.0
2020-06-03 10:38:53.202842475,100704.0
2020-06-03 10:38:56.175713626,100771.0
2020-06-03 10:38:58.295674104,100792.0
2020-06-03 10:39:11.637722535,100829.0
2020-06-03 10:39:12.578704036,100836.0
2020-06-03 10:39:12.931656497,100837.0
2020-06-03 10:39:14.543761088,100846.0
2020-06-03 10:39:15.217412843,100847.0
2020-06-03 10:39:17.512240374,100861.0
2020-06-03 10:39:20.538125159,100853.0
2020-06-03 10:39:23.449504662,100868.0
2020-06-03 10:39:24.508374242,100868.0
2020-06-03 10:39:25.507249274,100878.0
2020-06-03 10:39:28.034190563,100861.0
2020-06-03 10:39:36.648013718,100903.0
2020-06-03 10:39:38.064189935,100912.0
2020-06-03 10:39:39.250637020,100933.0
2020-06-03 10:39:39.322150005,100933.0
2020-06-03 10:39:44.432516769,100996.0
2020-06-03 10:39:47.628522683,100958.0
2020-06-03 10:39:48.818530615,100947.0
2020-06-03 10:39:50.074218811,100936.0
2020-06-03 10:39:52.481057629,100893.0
2020-06-03 10:39:57.227587530,100872.0
2020-06-03 10:40:00.419196348,100876.0
2020-06-03 10:40:03.172063760,100894.0
2020-06-03 10:40:03.750626963,100891.0
2020-06-03 10:40:07.944516973,100841.0
2020-06-03 10:40:08.229315767,100841.0
2020-06-03 10:40:13.192183802,100832.0
2020-06-03 10:40:13.885069787,100836.0
2020-06-03 10:40:19.610135569,100807.0
2020-06-03 10:40:22.007308583,100836.0
2020-06-03 10:40:22.548134003,100834.0
2020-06-03 10:40:27.965074313,100912.0
2020-06-03 10:40:29.696785395,100880.0
2020-06-03 10:40:33.721987830,100940.0
2020-06-03 10:40:34.858776184,100944.0
2020-06-03 10:40:35.240374062,100946.0
2020-06-03 10:40:39.449364318,101022.0
2020-06-03 10:40:42.740013005,101066.0
2020-06-03 10:40:43.351881958,101075.0
2020-06-03 10:40:43.491195946,101077.0
2020-06-03 10:40:44.605929913,101059.0
2020-06-03 10:40:46.575113263,101055.0
2020-06-03 10:40:46.811027461,101053.0
2020-06-03 10:40:53.799078233,101163.0
2020-06-03 10:40:55.417530892,101155.0
2020-06-03 10:40:59.702634705,101166.0
2020-06-03 10:41:01.230598026,101187.0
2020-06-03 10:41:02.724670113,101175.0
2020-06-03 10:41:05.610932039,101111.0
2020-06-03 10:41:07.594542209,101115.0
2020-06-03 10:41:12.543927259,101067.0
2020-06-03 10:41:15.252699690,101047.0
2020-06-03 10:41:16.182860310,101049.0
2020-06-03 10:41:18.356080146,101025.0
2020-06-03 10:41:25.534684006,101007.0
2020-06-03 10:41:26.437047055,101005.0
2020-06-03 10:41:28.737996673,101041.0
2020-06-03 10:41:29.614907509,101047.0
2020-06-03 10:41:46.357709689,100898.0
2020-06-03 10:41:47.521880930,100871.0
2020-06-03 10:41:48.753742685,100883.0
2020-06-03 10:41:51.524424449,100851.0
2020-06-03 10:41:54.682381364,100860.0
2020-06-03 10:41:55.915057079,100852.0
2020-06-03 10:42:05.501724287,100913.0
2020-06-03 10:42:06.474632212,100908.0
2020-06-03 10:42:08.927838531,100921.0
2020-06-03 10:42:19.107780340,100877.0
2020-06-03 10:42:24.629844011,100955.0
2020-06-03 10:42:29.341861682,100957.0
2020-06-03 10:42:29.788584004,100958.0
2020-06-03 10:42:33.031610638,100984.0
2020-06-03 10:42:38.111029329,100968.0
2020-06-03 10:42:44.370760465,101064.0
2020-06-03 10:42:45.865346729,101056.0
2020-06-03 10:42:49.690771943,101083.0
2020-06-03 10:42:50.381131472,101081.0
2020-06-03 10:42:55.922907762,101092.0
2020-06-03 10:42:56.471330961,101088.0
2020-06-03 10:43:02.771944358,101143.0
2020-06-03 10:43:03.991694474,101124.0
2020-06-03 10:43:07.306152543,101100.0
2020-06-03 10:43:07.772209433,101102.0
2020-06-03 10:43:09.989398041,101111.0
2020-06-03 10:43:17.140745405,101131.0
2020-06-03 10:43:17.850493178,101128.0
2020-06-03 10:43:21.042309697,101086.0
2020-06-03 10:43:21.713093853,101086.0
2020-06-03 10:43:27.427453313,101056.0
2020-06-03 10:43:30.628280807,101023.0
2020-06-03 10:43:31.075020162,101023.0
2020-06-03 10:43:32.541095984,101006.0
2020-06-03 10:43:32.781858253,101005.0
2020-06-03 10:43:37.679555059,101093.0
2020-06-03 10:43:38.069128410,101093.0
2020-06-03 10:43:39.910970764,101096.0
2020-06-03 10:43:40.795357887,101109.0
2020-06-03 10:43:43.004200600,101042.0
2020-06-03 10:43:44.404861358,101023.0
2020-06-03 10:43:45.675417734,101011.0
2020-06-03 10:43:50.534851352,101087.0
2020-06-03 10:43:51.608765950,101088.0
2020-06-03 10:43:52.780753577,101109.0
2020-06-03 10:43:57.231965125,101128.0
2020-06-03 10:43:59.324343169,101093.0
2020-06-03 10:44:05.226545235,101024.0
2020-06-03 10:44:08.599439227,101026.0
2020-06-03 10:44:11.333473616,101052.0
2020-06-03 10:44:12.432610549,101067.0
2020-06-03 10:44:13.038776308,101063.0
2020-06-03 10:44:19.002633065,101109.0
2020-06-03 10:44:19.928019891,101092.0
2020-06-03 10:44:23.661558436,101043.0
2020-06-03 10:44:27.492935001,101057.0
2020-06-03 10:44:27.683777057,101057.0
2020-06-03 10:44:31.764482008,101129.0
2020-06-03 10:44:39.204981458,101091.0
2020-06-03 10:44:40.916620072,101107.0
2020-06-03 10:44:47.051016035,101021.0
2020-06-03 10:44:50.613744634,101074.0
2020-06-03 10:44:54.092284441,100976.0
2020-06-03 10:44:55.134078590,100973.0
2020-06-03 10:45:03.567650735,100859.0
2020-06-03 10:45:05.336112784,100851.0
2020-06-03 10:45:09.344408222,100897.0
2020-06-03 10:45:10.258073701,100886.0
2020-06-03 10:45:15.802767252,100905.0
2020-06-03 10:45:16.919026676,100924.0
2020-06-03 10:45:21.696789276,100902.0
2020-06-03 10:45:24.584655231,100908.0
2020-06-03 10:45:24.693676703,100910.0
2020-06-03 10:45:25.025717539,100906.0
2020-06-03 10:45:25.257807798,100910.0
2020-06-03 10:45:27.857005426,100854.0
2020-06-03 10:45:30.147820777,100861.0
2020-06-03 10:45:33.326959875,100851.0
2020-06-03 10:45:34.456769930,100847.0
2020-06-03 10:45:41.797462731,100815.0
2020-06-03 10:45:44.502289833,100820.0
2020-06-03 10:45:46.980093820,100877.0
2020-06-03 10:45:48.825934973,100871.0
2020-06-03 10:46:05.495691517,100970.0
2020-06-03 10:46:06.183727072,100967.0
2020-06-03 10:46:09.901602198,100957.0
2020-06-03 10:46:12.361503946,100941.0
2020-06-03 10:46:17.663154807,100890.0
2020-06-03 10:46:17.930571028,100891.0
2020-06-03 10:46:21.576364112,100895.0
2020-06-03 10:46:29.220605818,100844.0
2020-06-03 10:46:30.904339946,100827.0
2020-06-03 10:46:31.122538780,100823.0
2020-06-03 10:46:32.476419424,100802.0
2020-06-03 10:46:33.744348148,100808.0
2020-06-03 10:46:36.311797818,100808.0
2020-06-03 10:46:40.204266990,100770.0
2020-06-03 10:46:40.799690505,100771.0
2020-06-03 10:46:46.929290051,100770.0
2020-06-03 10:46:47.890382341,100756.0
2020-06-03 10:46:49.955272344,100770.0
2020-06-03 10:46:51.338070758,100784.0
2020-06-03 10:46:58.565042058,100739.0
2020-06-03 10:47:05.108931032,100693.0
2020-06-03 10:47:06.727218126,100678.0
2020-06-03 10:47:13.491199146,100702.0
2020-06-03 10:47:14.072191334,100700.0
2020-06-03 10:47:17.443815882,100711.0
2020-06-03 10:47:30.268472042,100674.0
2020-06-03 10:47:31.986173303,100689.0
2020-06-03 10:47:32.304483970,100691.0
2020-06-03 10:47:35.194182726,100726.0
2020-06-03 10:47:36.609352236,100735.0
2020-06-03 10:47:38.022435325,100744.0
2020-06-03 10:47:38.736852433,100737.0
2020-06-03 10:47:50.545856224,100801.0
2020-06-03 10:47:55.078317483,100837.0
2020-06-03 10:47:55.129097587,100837.0
2020-06-03 10:47:57.247555964,100832.0
2020-06-03 10:48:00.373773089,100830.0
2020-06-03 10:48:05.952344358,100900.0
2020-06-03 10:48:06.727191720,100902.0
2020-06-03 10:48:07.384094703,100904.0
2020-06-03 10:48:15.334277965,100881.0
2020-06-03 10:48:19.542763675,100852.0
2020-06-03 10:48:25.090680554,100848.0
2020-06-03 10:48:26.915457300,100838.0
2020-06-03 10:48:29.276255974,100797.0
2020-06-03 10:48:35.589922895,100771.0
2020-06-03 10:48:37.127362581,100766.0
2020-06-03 10:48:38.549173683,100773.0
2020-06-03 10:48:40.907737406,100775.0
2020-06-03 10:48:41.990305249,100783.0
2020-06-03 10:48:42.346154649,100787.0
2020-06-03 10:48:42.711418601,100786.0
2020-06-03 10:48:42.953406846,100784.0
2020-06-03 10:48:43.889990424,100782.0
2020-06-03 10:48:44.905085080,100789.0
2020-06-03 10:48:46.425024611,100776.0
2020-06-03 10:48:47.546318978,100777.0
2020-06-03 10:48:50.974075848,100760.0
2020-06-03 10:48:52.142031161,100745.0
2020-06-03 10:48:55.505828467,100758.0
2020-06-03 10:48:56.641466466,100755.0
2020-06-03 10:49:03.652393307,100765.0
2020-06-03 10:49:04.217856061,100778.0
2020-06-03 10:49:04.450115649,100777.0
2020-06-03 10:49:10.860403581,100795.0
2020-06-03 10:49:15.129831702,100803.0
2020-06-03 10:49:17.832726611,100806.0
2020-06-03 10:49:19.400964760,100789.0
2020-06-03 10:49:20.377734024,100789.0
2020-06-03 10:49:21.179851965,100786.0
2020-06-03 10:49:23.716053865,100783.0
2020-06-03 10:49:24.084842406,100783.0
2020-06-03 10:49:26.633907598,100794.0
2020-06-03 10:49:31.066008853,100807.0
2020-06-03 10:49:31.077591633,100807.0
2020-06-03 10:49:33.757651356,100781.0
2020-06-03 10:49:40.219384800,100767.0
2020-06-03 10:49:43.420405033,100737.0
2020-06-03 10:49:52.422624097,100655.0
2020-06-03 10:49:59.999999999,100638.0
